time,dangjin_floating,dangjin_warehouse,dangjin,ulsan
2015-06-02 16:00:00,,398,591,170
2015-06-02 17:00:00,,260,390,100
2015-06-02 18:00:00,,125,192,64
2015-06-02 19:00:00,,63,101,10
2015-06-02 20:00:00,,5,6,0
2015-06-02 21:00:00,,0,0,0
2015-06-02 22:00:00,,0,0,0
2015-06-02 23:00:00,,0,0,0
2015-06-03 00:00:00,,0,0,0
2015-06-03 01:00:00,,0,0,0
2015-06-03 02:00:00,,0,0,0
2015-06-03 03:00:00,,0,0,0
2015-06-03 04:00:00,,0,0,0
2015-06-03 05:00:00,,0,0,0
2015-06-03 06:00:00,,1,0,0
2015-06-03 07:00:00,,31,40,0
2015-06-03 08:00:00,,83,76,0
2015-06-03 09:00:00,,213,273,0
2015-06-03 10:00:00,,303,422,0
2015-06-03 11:00:00,,430,604,51
2015-06-03 12:00:00,,510,712,372
2015-06-03 13:00:00,,535,762,384
2015-06-03 14:00:00,,527,786,377
2015-06-03 15:00:00,,501,751,342
2015-06-03 16:00:00,,422,643,283
2015-06-03 17:00:00,,333,514,196
2015-06-03 18:00:00,,195,322,95
2015-06-03 19:00:00,,55,111,23
2015-06-03 20:00:00,,3,4,1
2015-06-03 21:00:00,,0,0,0
2015-06-03 22:00:00,,0,0,0
2015-06-03 23:00:00,,0,0,0
2015-06-04 00:00:00,,0,0,0
2015-06-04 01:00:00,,0,0,0
2015-06-04 02:00:00,,0,0,0
2015-06-04 03:00:00,,0,0,0
2015-06-04 04:00:00,,0,0,0
2015-06-04 05:00:00,,0,0,0
2015-06-04 06:00:00,,1,0,1
2015-06-04 07:00:00,,22,1,30
2015-06-04 08:00:00,,83,57,105
2015-06-04 09:00:00,,211,263,204
2015-06-04 10:00:00,,323,456,276
2015-06-04 11:00:00,,419,599,323
2015-06-04 12:00:00,,456,651,354
2015-06-04 13:00:00,,494,713,364
2015-06-04 14:00:00,,464,691,353
2015-06-04 15:00:00,,455,682,307
2015-06-04 16:00:00,,255,385,237
2015-06-04 17:00:00,,146,220,125
2015-06-04 18:00:00,,58,88,62
2015-06-04 19:00:00,,9,10,18
2015-06-04 20:00:00,,0,0,0
2015-06-04 21:00:00,,0,0,0
2015-06-04 22:00:00,,0,0,0
2015-06-04 23:00:00,,0,0,0
2015-06-05 00:00:00,,0,0,0
2015-06-05 01:00:00,,0,0,0
2015-06-05 02:00:00,,0,0,0
2015-06-05 03:00:00,,0,0,0
2015-06-05 04:00:00,,0,0,0
2015-06-05 05:00:00,,0,0,0
2015-06-05 06:00:00,,0,0,0
2015-06-05 07:00:00,,0,0,0
2015-06-05 08:00:00,,12,4,5
2015-06-05 09:00:00,,25,36,27
2015-06-05 10:00:00,,64,92,48
2015-06-05 11:00:00,,78,115,60
2015-06-05 12:00:00,,143,204,62
2015-06-05 13:00:00,,120,169,61
2015-06-05 14:00:00,,213,326,28
2015-06-05 15:00:00,,258,342,24
2015-06-05 16:00:00,,93,147,30
2015-06-05 17:00:00,,251,394,12
2015-06-05 18:00:00,,174,264,10
2015-06-05 19:00:00,,42,69,0
2015-06-05 20:00:00,,3,0,0
2015-06-05 21:00:00,,0,0,0
2015-06-05 22:00:00,,0,0,0
2015-06-05 23:00:00,,0,0,0
2015-06-06 00:00:00,,0,0,0
2015-06-06 01:00:00,,0,0,0
2015-06-06 02:00:00,,0,0,0
2015-06-06 03:00:00,,0,0,0
2015-06-06 04:00:00,,0,0,0
2015-06-06 05:00:00,,0,0,0
2015-06-06 06:00:00,,1,0,3
2015-06-06 07:00:00,,30,26,33
2015-06-06 08:00:00,,90,85,108
2015-06-06 09:00:00,,201,255,203
2015-06-06 10:00:00,,319,446,277
2015-06-06 11:00:00,,389,559,324
2015-06-06 12:00:00,,447,647,344
2015-06-06 13:00:00,,455,666,374
2015-06-06 14:00:00,,445,645,360
2015-06-06 15:00:00,,401,589,308
2015-06-06 16:00:00,,338,499,281
2015-06-06 17:00:00,,268,399,193
2015-06-06 18:00:00,,160,248,92
2015-06-06 19:00:00,,47,81,24
2015-06-06 20:00:00,,3,1,0
2015-06-06 21:00:00,,0,0,0
2015-06-06 22:00:00,,0,0,0
2015-06-06 23:00:00,,0,0,0
2015-06-07 00:00:00,,0,0,0
2015-06-07 01:00:00,,0,0,0
2015-06-07 02:00:00,,0,0,0
2015-06-07 03:00:00,,0,0,0
2015-06-07 04:00:00,,0,0,0
2015-06-07 05:00:00,,0,0,0
2015-06-07 06:00:00,,2,0,2
2015-06-07 07:00:00,,31,31,36
2015-06-07 08:00:00,,74,86,72
2015-06-07 09:00:00,,180,227,105
2015-06-07 10:00:00,,230,324,145
2015-06-07 11:00:00,,366,513,212
2015-06-07 12:00:00,,451,645,269
2015-06-07 13:00:00,,484,692,342
2015-06-07 14:00:00,,483,706,349
2015-06-07 15:00:00,,473,686,259
2015-06-07 16:00:00,,406,600,277
2015-06-07 17:00:00,,310,466,194
2015-06-07 18:00:00,,176,282,99
2015-06-07 19:00:00,,43,77,30
2015-06-07 20:00:00,,4,3,2
2015-06-07 21:00:00,,0,0,0
2015-06-07 22:00:00,,0,0,0
2015-06-07 23:00:00,,0,0,0
2015-06-08 00:00:00,,0,0,0
2015-06-08 01:00:00,,0,0,0
2015-06-08 02:00:00,,0,0,0
2015-06-08 03:00:00,,0,0,0
2015-06-08 04:00:00,,0,0,0
2015-06-08 05:00:00,,0,0,0
2015-06-08 06:00:00,,1,0,7
2015-06-08 07:00:00,,34,43,33
2015-06-08 08:00:00,,88,119,82
2015-06-08 09:00:00,,160,222,142
2015-06-08 10:00:00,,216,304,211
2015-06-08 11:00:00,,209,298,118
2015-06-08 12:00:00,,281,405,94
2015-06-08 13:00:00,,182,260,155
2015-06-08 14:00:00,,211,308,121
2015-06-08 15:00:00,,345,505,100
2015-06-08 16:00:00,,267,395,82
2015-06-08 17:00:00,,233,349,32
2015-06-08 18:00:00,,129,190,14
2015-06-08 19:00:00,,53,83,7
2015-06-08 20:00:00,,7,8,0
2015-06-08 21:00:00,,0,0,0
2015-06-08 22:00:00,,0,0,0
2015-06-08 23:00:00,,0,0,0
2015-06-09 00:00:00,,0,0,0
2015-06-09 01:00:00,,0,0,0
2015-06-09 02:00:00,,0,0,0
2015-06-09 03:00:00,,0,0,0
2015-06-09 04:00:00,,0,0,0
2015-06-09 05:00:00,,0,0,0
2015-06-09 06:00:00,,2,0,3
2015-06-09 07:00:00,,17,13,30
2015-06-09 08:00:00,,20,17,83
2015-06-09 09:00:00,,64,75,105
2015-06-09 10:00:00,,84,122,148
2015-06-09 11:00:00,,114,220,217
2015-06-09 12:00:00,,280,374,322
2015-06-09 13:00:00,,477,650,247
2015-06-09 14:00:00,,434,633,291
2015-06-09 15:00:00,,384,575,303
2015-06-09 16:00:00,,341,512,224
2015-06-09 17:00:00,,282,433,159
2015-06-09 18:00:00,,149,238,86
2015-06-09 19:00:00,,67,116,17
2015-06-09 20:00:00,,7,10,0
2015-06-09 21:00:00,,0,0,0
2015-06-09 22:00:00,,0,0,0
2015-06-09 23:00:00,,0,0,0
2015-06-10 00:00:00,,0,0,0
2015-06-10 01:00:00,,0,0,0
2015-06-10 02:00:00,,0,0,0
2015-06-10 03:00:00,,0,0,0
2015-06-10 04:00:00,,0,0,0
2015-06-10 05:00:00,,0,0,0
2015-06-10 06:00:00,,2,0,4
2015-06-10 07:00:00,,33,29,36
2015-06-10 08:00:00,,89,91,101
2015-06-10 09:00:00,,192,246,169
2015-06-10 10:00:00,,308,429,222
2015-06-10 11:00:00,,398,563,289
2015-06-10 12:00:00,,456,650,332
2015-06-10 13:00:00,,482,695,304
2015-06-10 14:00:00,,482,696,316
2015-06-10 15:00:00,,436,643,252
2015-06-10 16:00:00,,350,532,210
2015-06-10 17:00:00,,230,351,158
2015-06-10 18:00:00,,102,155,81
2015-06-10 19:00:00,,48,73,28
2015-06-10 20:00:00,,2,0,2
2015-06-10 21:00:00,,0,0,0
2015-06-10 22:00:00,,0,0,0
2015-06-10 23:00:00,,0,0,0
2015-06-11 00:00:00,,0,0,0
2015-06-11 01:00:00,,0,0,0
2015-06-11 02:00:00,,0,0,0
2015-06-11 03:00:00,,0,0,0
2015-06-11 04:00:00,,0,0,0
2015-06-11 05:00:00,,0,0,0
2015-06-11 06:00:00,,1,0,0
2015-06-11 07:00:00,,29,19,13
2015-06-11 08:00:00,,87,108,26
2015-06-11 09:00:00,,94,141,27
2015-06-11 10:00:00,,101,150,35
2015-06-11 11:00:00,,89,136,45
2015-06-11 12:00:00,,181,255,96
2015-06-11 13:00:00,,120,168,45
2015-06-11 14:00:00,,136,189,66
2015-06-11 15:00:00,,117,182,41
2015-06-11 16:00:00,,68,106,52
2015-06-11 17:00:00,,78,110,37
2015-06-11 18:00:00,,7,0,36
2015-06-11 19:00:00,,1,0,10
2015-06-11 20:00:00,,0,0,0
2015-06-11 21:00:00,,0,0,0
2015-06-11 22:00:00,,0,0,0
2015-06-11 23:00:00,,0,0,0
2015-06-12 00:00:00,,0,0,0
2015-06-12 01:00:00,,0,0,0
2015-06-12 02:00:00,,0,0,0
2015-06-12 03:00:00,,0,0,0
2015-06-12 04:00:00,,0,0,0
2015-06-12 05:00:00,,0,0,0
2015-06-12 06:00:00,,0,0,3
2015-06-12 07:00:00,,30,27,34
2015-06-12 08:00:00,,89,114,104
2015-06-12 09:00:00,,173,213,185
2015-06-12 10:00:00,,269,333,267
2015-06-12 11:00:00,,388,566,317
2015-06-12 12:00:00,,462,664,343
2015-06-12 13:00:00,,497,720,356
2015-06-12 14:00:00,,495,722,351
2015-06-12 15:00:00,,460,679,266
2015-06-12 16:00:00,,410,609,216
2015-06-12 17:00:00,,322,480,171
2015-06-12 18:00:00,,168,260,78
2015-06-12 19:00:00,,46,83,24
2015-06-12 20:00:00,,1,0,0
2015-06-12 21:00:00,,0,0,0
2015-06-12 22:00:00,,0,0,0
2015-06-12 23:00:00,,0,0,0
2015-06-13 00:00:00,,0,0,0
2015-06-13 01:00:00,,0,0,0
2015-06-13 02:00:00,,0,0,0
2015-06-13 03:00:00,,0,0,0
2015-06-13 04:00:00,,0,0,0
2015-06-13 05:00:00,,0,0,0
2015-06-13 06:00:00,,1,0,0
2015-06-13 07:00:00,,26,33,9
2015-06-13 08:00:00,,64,94,64
2015-06-13 09:00:00,,137,194,111
2015-06-13 10:00:00,,237,338,118
2015-06-13 11:00:00,,338,505,113
2015-06-13 12:00:00,,408,599,150
2015-06-13 13:00:00,,374,564,135
2015-06-13 14:00:00,,396,591,127
2015-06-13 15:00:00,,265,387,139
2015-06-13 16:00:00,,252,368,120
2015-06-13 17:00:00,,45,73,111
2015-06-13 18:00:00,,36,60,60
2015-06-13 19:00:00,,27,46,22
2015-06-13 20:00:00,,2,0,2
2015-06-13 21:00:00,,0,0,0
2015-06-13 22:00:00,,0,0,0
2015-06-13 23:00:00,,0,0,0
2015-06-14 00:00:00,,0,0,0
2015-06-14 01:00:00,,0,0,0
2015-06-14 02:00:00,,0,0,0
2015-06-14 03:00:00,,0,0,0
2015-06-14 04:00:00,,0,0,0
2015-06-14 05:00:00,,0,0,0
2015-06-14 06:00:00,,0,0,4
2015-06-14 07:00:00,,0,0,35
2015-06-14 08:00:00,,52,67,105
2015-06-14 09:00:00,,140,171,173
2015-06-14 10:00:00,,306,412,197
2015-06-14 11:00:00,,389,547,251
2015-06-14 12:00:00,,345,480,297
2015-06-14 13:00:00,,325,457,358
2015-06-14 14:00:00,,335,476,347
2015-06-14 15:00:00,,337,484,219
2015-06-14 16:00:00,,312,447,204
2015-06-14 17:00:00,,194,281,116
2015-06-14 18:00:00,,83,124,65
2015-06-14 19:00:00,,54,85,24
2015-06-14 20:00:00,,3,1,1
2015-06-14 21:00:00,,0,0,0
2015-06-14 22:00:00,,0,0,0
2015-06-14 23:00:00,,0,0,0
2015-06-15 00:00:00,,0,0,0
2015-06-15 01:00:00,,0,0,0
2015-06-15 02:00:00,,0,0,0
2015-06-15 03:00:00,,0,0,0
2015-06-15 04:00:00,,0,0,0
2015-06-15 05:00:00,,0,0,0
2015-06-15 06:00:00,,1,0,2
2015-06-15 07:00:00,,33,37,40
2015-06-15 08:00:00,,88,118,96
2015-06-15 09:00:00,,196,262,126
2015-06-15 10:00:00,,275,382,134
2015-06-15 11:00:00,,382,504,233
2015-06-15 12:00:00,,458,481,302
2015-06-15 13:00:00,,384,538,248
2015-06-15 14:00:00,,333,568,289
2015-06-15 15:00:00,,398,574,280
2015-06-15 16:00:00,,243,355,201
2015-06-15 17:00:00,,124,182,144
2015-06-15 18:00:00,,67,102,55
2015-06-15 19:00:00,,38,56,7
2015-06-15 20:00:00,,1,0,0
2015-06-15 21:00:00,,0,0,0
2015-06-15 22:00:00,,0,0,0
2015-06-15 23:00:00,,0,0,0
2015-06-16 00:00:00,,0,0,0
2015-06-16 01:00:00,,0,0,0
2015-06-16 02:00:00,,0,0,0
2015-06-16 03:00:00,,0,0,0
2015-06-16 04:00:00,,0,0,0
2015-06-16 05:00:00,,0,0,0
2015-06-16 06:00:00,,2,0,0
2015-06-16 07:00:00,,30,25,3
2015-06-16 08:00:00,,82,92,35
2015-06-16 09:00:00,,131,151,29
2015-06-16 10:00:00,,251,339,16
2015-06-16 11:00:00,,391,560,34
2015-06-16 12:00:00,,456,652,51
2015-06-16 13:00:00,,480,690,47
2015-06-16 14:00:00,,477,702,50
2015-06-16 15:00:00,,425,640,46
2015-06-16 16:00:00,,391,592,23
2015-06-16 17:00:00,,287,437,17
2015-06-16 18:00:00,,148,229,29
2015-06-16 19:00:00,,59,98,16
2015-06-16 20:00:00,,5,4,0
2015-06-16 21:00:00,,0,0,0
2015-06-16 22:00:00,,0,0,0
2015-06-16 23:00:00,,0,0,0
2015-06-17 00:00:00,,0,0,0
2015-06-17 01:00:00,,0,0,0
2015-06-17 02:00:00,,0,0,0
2015-06-17 03:00:00,,0,0,0
2015-06-17 04:00:00,,0,0,0
2015-06-17 05:00:00,,0,0,0
2015-06-17 06:00:00,,1,0,0
2015-06-17 07:00:00,,33,41,10
2015-06-17 08:00:00,,102,127,39
2015-06-17 09:00:00,,173,236,81
2015-06-17 10:00:00,,243,398,117
2015-06-17 11:00:00,,355,513,176
2015-06-17 12:00:00,,407,581,200
2015-06-17 13:00:00,,368,585,217
2015-06-17 14:00:00,,336,490,158
2015-06-17 15:00:00,,223,325,108
2015-06-17 16:00:00,,130,191,97
2015-06-17 17:00:00,,198,287,82
2015-06-17 18:00:00,,110,162,12
2015-06-17 19:00:00,,52,79,3
2015-06-17 20:00:00,,3,1,0
2015-06-17 21:00:00,,0,0,0
2015-06-17 22:00:00,,0,0,0
2015-06-17 23:00:00,,0,0,0
2015-06-18 00:00:00,,0,0,0
2015-06-18 01:00:00,,0,0,0
2015-06-18 02:00:00,,0,0,0
2015-06-18 03:00:00,,0,0,0
2015-06-18 04:00:00,,0,0,0
2015-06-18 05:00:00,,0,0,0
2015-06-18 06:00:00,,2,0,0
2015-06-18 07:00:00,,26,27,3
2015-06-18 08:00:00,,87,124,56
2015-06-18 09:00:00,,174,240,94
2015-06-18 10:00:00,,288,405,41
2015-06-18 11:00:00,,380,543,146
2015-06-18 12:00:00,,440,630,277
2015-06-18 13:00:00,,421,610,163
2015-06-18 14:00:00,,418,602,88
2015-06-18 15:00:00,,421,605,86
2015-06-18 16:00:00,,345,503,76
2015-06-18 17:00:00,,210,307,56
2015-06-18 18:00:00,,156,238,24
2015-06-18 19:00:00,,54,86,0
2015-06-18 20:00:00,,1,0,0
2015-06-18 21:00:00,,0,0,0
2015-06-18 22:00:00,,0,0,0
2015-06-18 23:00:00,,0,0,0
2015-06-19 00:00:00,,0,0,0
2015-06-19 01:00:00,,0,0,0
2015-06-19 02:00:00,,0,0,0
2015-06-19 03:00:00,,0,0,0
2015-06-19 04:00:00,,0,0,0
2015-06-19 05:00:00,,0,0,0
2015-06-19 06:00:00,,1,0,0
2015-06-19 07:00:00,,28,36,20
2015-06-19 08:00:00,,83,108,68
2015-06-19 09:00:00,,179,231,67
2015-06-19 10:00:00,,279,373,102
2015-06-19 11:00:00,,298,467,124
2015-06-19 12:00:00,,329,479,129
2015-06-19 13:00:00,,338,480,108
2015-06-19 14:00:00,,423,659,103
2015-06-19 15:00:00,,394,573,119
2015-06-19 16:00:00,,358,529,112
2015-06-19 17:00:00,,270,406,110
2015-06-19 18:00:00,,152,238,106
2015-06-19 19:00:00,,49,84,27
2015-06-19 20:00:00,,3,1,1
2015-06-19 21:00:00,,0,0,0
2015-06-19 22:00:00,,0,0,0
2015-06-19 23:00:00,,0,0,0
2015-06-20 00:00:00,,0,0,0
2015-06-20 01:00:00,,0,0,0
2015-06-20 02:00:00,,0,0,0
2015-06-20 03:00:00,,0,0,0
2015-06-20 04:00:00,,0,0,0
2015-06-20 05:00:00,,0,0,0
2015-06-20 06:00:00,,0,0,1
2015-06-20 07:00:00,,13,13,30
2015-06-20 08:00:00,,54,74,64
2015-06-20 09:00:00,,39,56,128
2015-06-20 10:00:00,,41,61,142
2015-06-20 11:00:00,,57,78,162
2015-06-20 12:00:00,,67,93,191
2015-06-20 13:00:00,,81,127,133
2015-06-20 14:00:00,,44,57,99
2015-06-20 15:00:00,,176,258,59
2015-06-20 16:00:00,,169,218,64
2015-06-20 17:00:00,,68,92,31
2015-06-20 18:00:00,,51,64,5
2015-06-20 19:00:00,,10,3,3
2015-06-20 20:00:00,,0,0,0
2015-06-20 21:00:00,,0,0,0
2015-06-20 22:00:00,,0,0,0
2015-06-20 23:00:00,,0,0,0
2015-06-21 00:00:00,,0,0,0
2015-06-21 01:00:00,,0,0,0
2015-06-21 02:00:00,,0,0,0
2015-06-21 03:00:00,,0,0,0
2015-06-21 04:00:00,,0,0,0
2015-06-21 05:00:00,,0,0,0
2015-06-21 06:00:00,,1,0,0
2015-06-21 07:00:00,,33,52,6
2015-06-21 08:00:00,,90,96,20
2015-06-21 09:00:00,,205,249,53
2015-06-21 10:00:00,,326,456,240
2015-06-21 11:00:00,,417,594,199
2015-06-21 12:00:00,,481,684,138
2015-06-21 13:00:00,,510,719,362
2015-06-21 14:00:00,,518,729,356
2015-06-21 15:00:00,,478,688,236
2015-06-21 16:00:00,,420,610,127
2015-06-21 17:00:00,,326,479,130
2015-06-21 18:00:00,,191,300,91
2015-06-21 19:00:00,,61,111,30
2015-06-21 20:00:00,,3,3,1
2015-06-21 21:00:00,,0,0,0
2015-06-21 22:00:00,,0,0,0
2015-06-21 23:00:00,,0,0,0
2015-06-22 00:00:00,,0,0,0
2015-06-22 01:00:00,,0,0,0
2015-06-22 02:00:00,,0,0,0
2015-06-22 03:00:00,,0,0,0
2015-06-22 04:00:00,,0,0,0
2015-06-22 05:00:00,,0,0,0
2015-06-22 06:00:00,,1,0,8
2015-06-22 07:00:00,,24,26,29
2015-06-22 08:00:00,,103,126,58
2015-06-22 09:00:00,,187,238,101
2015-06-22 10:00:00,,302,433,143
2015-06-22 11:00:00,,388,552,201
2015-06-22 12:00:00,,458,661,256
2015-06-22 13:00:00,,497,708,259
2015-06-22 14:00:00,,497,709,272
2015-06-22 15:00:00,,476,685,280
2015-06-22 16:00:00,,401,583,233
2015-06-22 17:00:00,,302,452,192
2015-06-22 18:00:00,,172,271,95
2015-06-22 19:00:00,,67,111,27
2015-06-22 20:00:00,,7,8,1
2015-06-22 21:00:00,,0,0,0
2015-06-22 22:00:00,,0,0,0
2015-06-22 23:00:00,,0,0,0
2015-06-23 00:00:00,,0,0,0
2015-06-23 01:00:00,,0,0,0
2015-06-23 02:00:00,,0,0,0
2015-06-23 03:00:00,,0,0,0
2015-06-23 04:00:00,,0,0,0
2015-06-23 05:00:00,,0,0,0
2015-06-23 06:00:00,,3,0,5
2015-06-23 07:00:00,,44,46,40
2015-06-23 08:00:00,,113,111,94
2015-06-23 09:00:00,,216,302,176
2015-06-23 10:00:00,,339,453,250
2015-06-23 11:00:00,,424,598,313
2015-06-23 12:00:00,,466,660,348
2015-06-23 13:00:00,,495,706,343
2015-06-23 14:00:00,,506,723,341
2015-06-23 15:00:00,,469,680,282
2015-06-23 16:00:00,,390,576,181
2015-06-23 17:00:00,,292,440,118
2015-06-23 18:00:00,,177,282,80
2015-06-23 19:00:00,,63,111,27
2015-06-23 20:00:00,,4,1,1
2015-06-23 21:00:00,,0,0,0
2015-06-23 22:00:00,,0,0,0
2015-06-23 23:00:00,,0,0,0
2015-06-24 00:00:00,,0,0,0
2015-06-24 01:00:00,,0,0,0
2015-06-24 02:00:00,,0,0,0
2015-06-24 03:00:00,,0,0,0
2015-06-24 04:00:00,,0,0,0
2015-06-24 05:00:00,,0,0,0
2015-06-24 06:00:00,,5,2,4
2015-06-24 07:00:00,,57,75,36
2015-06-24 08:00:00,,105,138,72
2015-06-24 09:00:00,,163,224,145
2015-06-24 10:00:00,,260,370,209
2015-06-24 11:00:00,,357,513,288
2015-06-24 12:00:00,,380,548,315
2015-06-24 13:00:00,,431,621,270
2015-06-24 14:00:00,,425,607,267
2015-06-24 15:00:00,,385,576,174
2015-06-24 16:00:00,,373,548,127
2015-06-24 17:00:00,,266,401,86
2015-06-24 18:00:00,,89,139,58
2015-06-24 19:00:00,,54,81,26
2015-06-24 20:00:00,,12,17,1
2015-06-24 21:00:00,,0,0,0
2015-06-24 22:00:00,,0,0,0
2015-06-24 23:00:00,,0,0,0
2015-06-25 00:00:00,,0,0,0
2015-06-25 01:00:00,,0,0,0
2015-06-25 02:00:00,,0,0,0
2015-06-25 03:00:00,,0,0,0
2015-06-25 04:00:00,,0,0,0
2015-06-25 05:00:00,,0,0,0
2015-06-25 06:00:00,,0,0,3
2015-06-25 07:00:00,,30,39,35
2015-06-25 08:00:00,,76,107,77
2015-06-25 09:00:00,,97,138,176
2015-06-25 10:00:00,,143,202,250
2015-06-25 11:00:00,,118,172,252
2015-06-25 12:00:00,,181,258,284
2015-06-25 13:00:00,,171,245,192
2015-06-25 14:00:00,,161,233,139
2015-06-25 15:00:00,,170,244,116
2015-06-25 16:00:00,,55,83,129
2015-06-25 17:00:00,,35,53,86
2015-06-25 18:00:00,,20,29,15
2015-06-25 19:00:00,,2,0,0
2015-06-25 20:00:00,,0,0,0
2015-06-25 21:00:00,,0,0,0
2015-06-25 22:00:00,,0,0,0
2015-06-25 23:00:00,,0,0,0
2015-06-26 00:00:00,,0,0,0
2015-06-26 01:00:00,,0,0,0
2015-06-26 02:00:00,,0,0,0
2015-06-26 03:00:00,,0,0,0
2015-06-26 04:00:00,,0,0,0
2015-06-26 05:00:00,,0,0,0
2015-06-26 06:00:00,,0,0,0
2015-06-26 07:00:00,,0,0,12
2015-06-26 08:00:00,,8,0,97
2015-06-26 09:00:00,,77,92,156
2015-06-26 10:00:00,,149,177,70
2015-06-26 11:00:00,,158,239,62
2015-06-26 12:00:00,,313,432,44
2015-06-26 13:00:00,,260,363,49
2015-06-26 14:00:00,,248,339,37
2015-06-26 15:00:00,,207,309,43
2015-06-26 16:00:00,,260,378,45
2015-06-26 17:00:00,,145,207,26
2015-06-26 18:00:00,,121,187,47
2015-06-26 19:00:00,,46,68,6
2015-06-26 20:00:00,,3,1,0
2015-06-26 21:00:00,,0,0,0
2015-06-26 22:00:00,,0,0,0
2015-06-26 23:00:00,,0,0,0
2015-06-27 00:00:00,,0,0,0
2015-06-27 01:00:00,,0,0,0
2015-06-27 02:00:00,,0,0,0
2015-06-27 03:00:00,,0,0,0
2015-06-27 04:00:00,,0,0,0
2015-06-27 05:00:00,,0,0,0
2015-06-27 06:00:00,,0,0,0
2015-06-27 07:00:00,,16,0,41
2015-06-27 08:00:00,,73,29,81
2015-06-27 09:00:00,,201,231,134
2015-06-27 10:00:00,,326,446,150
2015-06-27 11:00:00,,414,584,158
2015-06-27 12:00:00,,458,664,224
2015-06-27 13:00:00,,505,720,252
2015-06-27 14:00:00,,511,718,189
2015-06-27 15:00:00,,485,680,113
2015-06-27 16:00:00,,422,599,137
2015-06-27 17:00:00,,320,468,108
2015-06-27 18:00:00,,188,295,89
2015-06-27 19:00:00,,59,111,27
2015-06-27 20:00:00,,3,3,0
2015-06-27 21:00:00,,0,0,0
2015-06-27 22:00:00,,0,0,0
2015-06-27 23:00:00,,0,0,0
2015-06-28 00:00:00,,0,0,0
2015-06-28 01:00:00,,0,0,0
2015-06-28 02:00:00,,0,0,0
2015-06-28 03:00:00,,0,0,0
2015-06-28 04:00:00,,0,0,0
2015-06-28 05:00:00,,0,0,0
2015-06-28 06:00:00,,1,0,0
2015-06-28 07:00:00,,21,4,10
2015-06-28 08:00:00,,78,60,46
2015-06-28 09:00:00,,193,210,28
2015-06-28 10:00:00,,315,431,90
2015-06-28 11:00:00,,407,580,56
2015-06-28 12:00:00,,473,683,180
2015-06-28 13:00:00,,502,729,91
2015-06-28 14:00:00,,509,733,94
2015-06-28 15:00:00,,483,699,192
2015-06-28 16:00:00,,424,622,198
2015-06-28 17:00:00,,324,482,194
2015-06-28 18:00:00,,181,283,103
2015-06-28 19:00:00,,68,118,26
2015-06-28 20:00:00,,4,3,1
2015-06-28 21:00:00,,0,0,0
2015-06-28 22:00:00,,0,0,0
2015-06-28 23:00:00,,0,0,0
2015-06-29 00:00:00,,0,0,0
2015-06-29 01:00:00,,0,0,0
2015-06-29 02:00:00,,0,0,0
2015-06-29 03:00:00,,0,0,0
2015-06-29 04:00:00,,0,0,0
2015-06-29 05:00:00,,0,0,0
2015-06-29 06:00:00,,3,0,6
2015-06-29 07:00:00,,30,33,29
2015-06-29 08:00:00,,96,117,116
2015-06-29 09:00:00,,182,225,202
2015-06-29 10:00:00,,308,423,279
2015-06-29 11:00:00,,390,554,320
2015-06-29 12:00:00,,460,656,351
2015-06-29 13:00:00,,497,716,357
2015-06-29 14:00:00,,451,639,362
2015-06-29 15:00:00,,400,587,302
2015-06-29 16:00:00,,374,553,265
2015-06-29 17:00:00,,310,460,169
2015-06-29 18:00:00,,97,143,103
2015-06-29 19:00:00,,39,60,18
2015-06-29 20:00:00,,3,1,1
2015-06-29 21:00:00,,0,0,0
2015-06-29 22:00:00,,0,0,0
2015-06-29 23:00:00,,0,0,0
2015-06-30 00:00:00,,0,0,0
2015-06-30 01:00:00,,0,0,0
2015-06-30 02:00:00,,0,0,0
2015-06-30 03:00:00,,0,0,0
2015-06-30 04:00:00,,0,0,0
2015-06-30 05:00:00,,0,0,0
2015-06-30 06:00:00,,1,0,0
2015-06-30 07:00:00,,26,24,12
2015-06-30 08:00:00,,78,93,22
2015-06-30 09:00:00,,150,198,42
2015-06-30 10:00:00,,215,304,80
2015-06-30 11:00:00,,272,379,93
2015-06-30 12:00:00,,374,539,81
2015-06-30 13:00:00,,384,561,95
2015-06-30 14:00:00,,0,563,56
2015-06-30 15:00:00,,1,439,34
2015-06-30 16:00:00,,0,218,38
2015-06-30 17:00:00,,28,49,14
2015-06-30 18:00:00,,14,65,6
2015-06-30 19:00:00,,0,9,0
2015-06-30 20:00:00,,0,0,0
2015-06-30 21:00:00,,0,0,0
2015-06-30 22:00:00,,0,0,0
2015-06-30 23:00:00,,0,0,0
2015-07-01 00:00:00,,0,0,0
2015-07-01 01:00:00,,0,0,0
2015-07-01 02:00:00,,0,0,0
2015-07-01 03:00:00,,0,0,0
2015-07-01 04:00:00,,0,0,0
2015-07-01 05:00:00,,0,0,0
2015-07-01 06:00:00,,0,0,0
2015-07-01 07:00:00,,6,2,4
2015-07-01 08:00:00,,52,75,13
2015-07-01 09:00:00,,104,152,119
2015-07-01 10:00:00,,291,423,194
2015-07-01 11:00:00,,419,589,168
2015-07-01 12:00:00,,480,701,292
2015-07-01 13:00:00,,523,751,306
2015-07-01 14:00:00,,522,756,370
2015-07-01 15:00:00,,489,717,285
2015-07-01 16:00:00,,431,634,252
2015-07-01 17:00:00,,330,493,180
