month, format: day,hour,forecast,풍속,하늘상태,6시간적설,강수형태,풍향,3시간기온,강수확률,일최저기온,습도,일최고기온,6시간강수량
7, 19,800.0,40.0,,1.0,,0.0,58.0,29.0,0.0,,85.0,,
7, 19,800.0,43.0,0.0,1.0,0.0,0.0,111.0,31.0,0.0,,75.0,,0.0
7, 19,800.0,46.0,,1.0,,0.0,118.0,31.0,0.0,,75.0,,
7, 19,800.0,49.0,0.0,1.0,0.0,0.0,167.0,30.0,0.0,,80.0,,0.0
7, 19,800.0,52.0,,1.0,,0.0,188.0,27.0,0.0,,85.0,,
7, 19,800.0,55.0,0.0,1.0,0.0,0.0,193.0,27.0,0.0,,85.0,,0.0
7, 19,1100.0,4.0,0.0,1.0,0.0,0.0,207.0,27.0,0.0,25.0,85.0,33.0,0.0
7, 19,1100.0,7.0,,1.0,,0.0,233.0,26.0,0.0,25.0,90.0,32.0,
7, 19,1100.0,10.0,0.0,1.0,0.0,0.0,346.0,25.0,0.0,,90.0,,0.0
7, 19,1100.0,13.0,,1.0,,0.0,129.0,30.0,0.0,,75.0,,
7, 19,1100.0,16.0,0.0,1.0,0.0,0.0,130.0,32.0,0.0,,70.0,,0.0
7, 19,1100.0,19.0,,1.0,,0.0,139.0,31.0,0.0,,70.0,,
7, 19,1100.0,22.0,0.0,1.0,0.0,0.0,165.0,30.0,0.0,,75.0,,0.0
7, 19,1100.0,25.0,,1.0,,0.0,174.0,28.0,0.0,,80.0,,
7, 19,1100.0,28.0,0.0,1.0,0.0,0.0,220.0,27.0,0.0,,80.0,,0.0
7, 19,1100.0,31.0,,1.0,,0.0,286.0,26.0,0.0,,85.0,,
7, 19,1100.0,34.0,0.0,1.0,0.0,0.0,45.0,26.0,0.0,,90.0,,0.0
7, 19,1100.0,37.0,,1.0,,0.0,58.0,29.0,0.0,,85.0,,
7, 19,1100.0,40.0,0.0,1.0,0.0,0.0,111.0,31.0,0.0,,75.0,,0.0
7, 19,1100.0,43.0,,1.0,,0.0,118.0,31.0,0.0,,75.0,,
7, 19,1100.0,46.0,0.0,1.0,0.0,0.0,167.0,30.0,0.0,,80.0,,0.0
7, 19,1100.0,49.0,,1.0,,0.0,188.0,27.0,0.0,,85.0,,
7, 19,1100.0,52.0,0.0,1.0,0.0,0.0,193.0,27.0,0.0,,85.0,,0.0
7, 19,1400.0,4.0,,1.0,,0.0,233.0,26.0,0.0,25.0,90.0,33.0,
7, 19,1400.0,7.0,0.0,1.0,0.0,0.0,346.0,25.0,0.0,25.0,90.0,32.0,0.0
7, 19,1400.0,10.0,,1.0,,0.0,129.0,30.0,0.0,,75.0,,
7, 19,1400.0,13.0,0.0,1.0,0.0,0.0,130.0,32.0,0.0,,70.0,,0.0
7, 19,1400.0,16.0,,1.0,,0.0,139.0,31.0,0.0,,70.0,,
7, 19,1400.0,19.0,0.0,1.0,0.0,0.0,165.0,30.0,0.0,,75.0,,0.0
7, 19,1400.0,22.0,,1.0,,0.0,174.0,28.0,0.0,,80.0,,
7, 19,1400.0,25.0,0.0,1.0,0.0,0.0,220.0,27.0,0.0,,80.0,,0.0
7, 19,1400.0,28.0,,1.0,,0.0,286.0,26.0,0.0,,85.0,,
7, 19,1400.0,31.0,0.0,1.0,0.0,0.0,45.0,26.0,0.0,,90.0,,0.0
7, 19,1400.0,34.0,,1.0,,0.0,58.0,29.0,0.0,,85.0,,
7, 19,1400.0,37.0,0.0,1.0,0.0,0.0,111.0,31.0,0.0,,75.0,,0.0
7, 19,1400.0,40.0,,1.0,,0.0,118.0,31.0,0.0,,75.0,,
7, 19,1400.0,43.0,0.0,1.0,0.0,0.0,167.0,30.0,0.0,,80.0,,0.0
7, 19,1400.0,46.0,,1.0,,0.0,188.0,27.0,0.0,,85.0,,
7, 19,1400.0,49.0,0.0,1.0,0.0,0.0,193.0,27.0,0.0,,85.0,,0.0
7, 19,1700.0,4.0,0.0,1.0,0.0,0.0,346.0,25.0,0.0,25.0,90.0,33.0,0.0
7, 19,1700.0,7.0,,1.0,,0.0,129.0,30.0,0.0,25.0,75.0,32.0,
7, 19,1700.0,10.0,0.0,1.0,0.0,0.0,130.0,32.0,0.0,,70.0,,0.0
7, 19,1700.0,13.0,,1.0,,0.0,139.0,31.0,0.0,,70.0,,
7, 19,1700.0,16.0,0.0,1.0,0.0,0.0,165.0,30.0,0.0,,75.0,,0.0
7, 19,1700.0,19.0,,1.0,,0.0,174.0,28.0,0.0,,80.0,,
7, 19,1700.0,22.0,0.0,1.0,0.0,0.0,220.0,27.0,0.0,,80.0,,0.0
7, 19,1700.0,25.0,,1.0,,0.0,286.0,26.0,0.0,,85.0,,
7, 19,1700.0,28.0,0.0,1.0,0.0,0.0,45.0,26.0,0.0,,90.0,,0.0
7, 19,1700.0,31.0,,1.0,,0.0,58.0,29.0,0.0,,85.0,,
7, 19,1700.0,34.0,0.0,1.0,0.0,0.0,111.0,31.0,0.0,,75.0,,0.0
7, 19,1700.0,37.0,,1.0,,0.0,118.0,31.0,0.0,,75.0,,
7, 19,1700.0,40.0,0.0,1.0,0.0,0.0,167.0,30.0,0.0,,80.0,,0.0
7, 19,1700.0,43.0,,1.0,,0.0,188.0,27.0,0.0,,85.0,,
7, 19,1700.0,46.0,0.0,1.0,0.0,0.0,193.0,27.0,0.0,,85.0,,0.0
7, 19,2000.0,4.0,,1.0,,0.0,180.0,30.0,0.0,25.0,75.0,33.0,
7, 19,2000.0,7.0,0.0,1.0,0.0,0.0,153.0,32.0,0.0,25.0,65.0,32.0,0.0
7, 19,2000.0,10.0,,1.0,,0.0,148.0,31.0,0.0,,70.0,33.0,
7, 19,2000.0,13.0,0.0,1.0,0.0,0.0,163.0,30.0,0.0,,75.0,,0.0
7, 19,2000.0,16.0,,1.0,,0.0,168.0,28.0,0.0,,80.0,,
7, 19,2000.0,19.0,0.0,1.0,0.0,0.0,248.0,27.0,0.0,,85.0,,0.0
7, 19,2000.0,22.0,,1.0,,0.0,250.0,26.0,0.0,,85.0,,
7, 19,2000.0,25.0,0.0,1.0,0.0,0.0,172.0,26.0,0.0,,95.0,,0.0
7, 19,2000.0,28.0,,1.0,,0.0,98.0,29.0,0.0,,85.0,,
7, 19,2000.0,31.0,0.0,1.0,0.0,0.0,119.0,31.0,0.0,,75.0,,0.0
7, 19,2000.0,34.0,,1.0,,0.0,127.0,31.0,0.0,,75.0,,
7, 19,2000.0,37.0,0.0,1.0,0.0,0.0,172.0,30.0,0.0,,80.0,,0.0
7, 19,2000.0,40.0,,1.0,,0.0,189.0,27.0,0.0,,85.0,,
7, 19,2000.0,43.0,0.0,1.0,0.0,0.0,225.0,27.0,0.0,,85.0,,0.0
7, 19,2000.0,46.0,,1.0,,0.0,209.0,26.0,0.0,,90.0,,
7, 19,2000.0,49.0,0.0,1.0,0.0,0.0,270.0,26.0,0.0,,90.0,,0.0
7, 19,2000.0,52.0,,1.0,,0.0,180.0,29.0,0.0,,75.0,,
7, 19,2000.0,55.0,0.0,1.0,0.0,0.0,158.0,33.0,0.0,,70.0,,0.0
7, 19,2000.0,58.0,,2.0,,0.0,136.0,33.0,10.0,,65.0,,
7, 19,2000.0,61.0,0.0,2.0,0.0,0.0,208.0,32.0,10.0,,75.0,,0.0
7, 19,2000.0,64.0,,1.0,,0.0,228.0,29.0,0.0,,80.0,,
7, 19,2000.0,67.0,0.0,1.0,0.0,0.0,281.0,28.0,0.0,,85.0,,0.0
7, 19,2300.0,4.0,0.0,1.0,0.0,0.0,153.0,32.0,0.0,25.0,65.0,33.0,0.0
7, 19,2300.0,7.0,,1.0,,0.0,148.0,31.0,0.0,25.0,70.0,32.0,
7, 19,2300.0,10.0,0.0,1.0,0.0,0.0,163.0,30.0,0.0,,75.0,33.0,0.0
7, 19,2300.0,13.0,,1.0,,0.0,168.0,28.0,0.0,,80.0,,
7, 19,2300.0,16.0,0.0,1.0,0.0,0.0,248.0,27.0,0.0,,85.0,,0.0
7, 19,2300.0,19.0,,1.0,,0.0,250.0,26.0,0.0,,85.0,,
7, 19,2300.0,22.0,0.0,1.0,0.0,0.0,172.0,26.0,0.0,,95.0,,0.0
7, 19,2300.0,25.0,,1.0,,0.0,98.0,29.0,0.0,,85.0,,
7, 19,2300.0,28.0,0.0,1.0,0.0,0.0,119.0,31.0,0.0,,75.0,,0.0
7, 19,2300.0,31.0,,1.0,,0.0,127.0,31.0,0.0,,75.0,,
7, 19,2300.0,34.0,0.0,1.0,0.0,0.0,172.0,30.0,0.0,,80.0,,0.0
7, 19,2300.0,37.0,,1.0,,0.0,189.0,27.0,0.0,,85.0,,
7, 19,2300.0,40.0,0.0,1.0,0.0,0.0,225.0,27.0,0.0,,85.0,,0.0
7, 19,2300.0,43.0,,1.0,,0.0,209.0,26.0,0.0,,90.0,,
7, 19,2300.0,46.0,0.0,1.0,0.0,0.0,270.0,26.0,0.0,,90.0,,0.0
7, 19,2300.0,49.0,,1.0,,0.0,180.0,29.0,0.0,,75.0,,
7, 19,2300.0,52.0,0.0,1.0,0.0,0.0,158.0,33.0,0.0,,70.0,,0.0
7, 19,2300.0,55.0,,2.0,,0.0,136.0,33.0,10.0,,65.0,,
7, 19,2300.0,58.0,0.0,2.0,0.0,0.0,208.0,32.0,10.0,,75.0,,0.0
7, 19,2300.0,61.0,,1.0,,0.0,228.0,29.0,0.0,,80.0,,
7, 19,2300.0,64.0,0.0,1.0,0.0,0.0,281.0,28.0,0.0,,85.0,,0.0
7, 2,200.0,4.0,,4.0,,0.0,152.0,26.0,30.0,23.0,80.0,28.0,
7, 2,200.0,7.0,0.0,4.0,0.0,0.0,119.0,25.0,30.0,23.0,90.0,25.0,0.0
7, 2,200.0,10.0,,4.0,,0.0,66.0,24.0,30.0,,95.0,28.0,
7, 2,200.0,13.0,0.0,4.0,0.0,0.0,70.0,24.0,30.0,,95.0,,0.0
7, 2,200.0,16.0,,4.0,,0.0,113.0,24.0,30.0,,90.0,,
7, 2,200.0,19.0,40.0,4.0,0.0,1.0,93.0,24.0,60.0,,90.0,,40.0
7, 2,200.0,22.0,,4.0,,1.0,57.0,23.0,70.0,,95.0,,
7, 2,200.0,25.0,70.0,4.0,0.0,1.0,63.0,24.0,80.0,,90.0,,70.0
7, 2,200.0,28.0,,4.0,,1.0,67.0,24.0,80.0,,90.0,,
7, 2,200.0,31.0,70.0,4.0,0.0,1.0,64.0,23.0,80.0,,90.0,,70.0
7, 2,200.0,34.0,,4.0,,1.0,24.0,23.0,70.0,,85.0,,
7, 2,200.0,37.0,70.0,4.0,0.0,1.0,311.0,23.0,70.0,,85.0,,70.0
7, 2,200.0,40.0,,4.0,,1.0,285.0,24.0,60.0,,85.0,,
7, 2,200.0,43.0,5.0,3.0,0.0,0.0,230.0,23.0,20.0,,90.0,,5.0
7, 2,200.0,46.0,,3.0,,0.0,274.0,26.0,20.0,,80.0,,
7, 2,200.0,49.0,0.0,3.0,0.0,0.0,143.0,27.0,20.0,,75.0,,0.0
7, 2,200.0,52.0,,3.0,,0.0,88.0,26.0,20.0,,80.0,,
7, 2,200.0,55.0,0.0,3.0,0.0,0.0,72.0,24.0,20.0,,85.0,,0.0
7, 2,200.0,58.0,,3.0,,0.0,59.0,23.0,20.0,,90.0,,
7, 2,200.0,61.0,0.0,3.0,0.0,0.0,356.0,23.0,20.0,,90.0,,0.0
7, 2,500.0,4.0,0.0,4.0,0.0,0.0,119.0,25.0,30.0,23.0,90.0,25.0,0.0
7, 2,500.0,7.0,,4.0,,0.0,66.0,24.0,30.0,23.0,95.0,28.0,
7, 2,500.0,10.0,0.0,4.0,0.0,0.0,70.0,24.0,30.0,,95.0,,0.0
7, 2,500.0,13.0,,4.0,,0.0,113.0,24.0,30.0,,90.0,,
7, 2,500.0,16.0,40.0,4.0,0.0,1.0,93.0,24.0,60.0,,90.0,,40.0
7, 2,500.0,19.0,,4.0,,1.0,57.0,23.0,70.0,,95.0,,
7, 2,500.0,22.0,70.0,4.0,0.0,1.0,63.0,24.0,80.0,,90.0,,70.0
7, 2,500.0,25.0,,4.0,,1.0,67.0,24.0,80.0,,90.0,,
7, 2,500.0,28.0,70.0,4.0,0.0,1.0,64.0,23.0,80.0,,90.0,,70.0
7, 2,500.0,31.0,,4.0,,1.0,24.0,23.0,70.0,,85.0,,
7, 2,500.0,34.0,70.0,4.0,0.0,1.0,311.0,23.0,70.0,,85.0,,70.0
7, 2,500.0,37.0,,4.0,,1.0,285.0,24.0,60.0,,85.0,,
7, 2,500.0,40.0,5.0,3.0,0.0,0.0,230.0,23.0,20.0,,90.0,,5.0
7, 2,500.0,43.0,,3.0,,0.0,274.0,26.0,20.0,,80.0,,
7, 2,500.0,46.0,0.0,3.0,0.0,0.0,143.0,27.0,20.0,,75.0,,0.0
7, 2,500.0,49.0,,3.0,,0.0,88.0,26.0,20.0,,80.0,,
7, 2,500.0,52.0,0.0,3.0,0.0,0.0,72.0,24.0,20.0,,85.0,,0.0
7, 2,500.0,55.0,,3.0,,0.0,59.0,23.0,20.0,,90.0,,
7, 2,500.0,58.0,0.0,3.0,0.0,0.0,356.0,23.0,20.0,,90.0,,0.0
7, 2,800.0,4.0,,4.0,,0.0,16.0,23.0,30.0,24.0,95.0,23.0,
7, 2,800.0,7.0,0.0,4.0,0.0,0.0,37.0,24.0,30.0,23.0,95.0,27.0,0.0
7, 2,800.0,10.0,,4.0,,0.0,76.0,24.0,30.0,,95.0,,
7, 2,800.0,13.0,10.0,4.0,0.0,1.0,315.0,23.0,60.0,,95.0,,10.0
7, 2,800.0,16.0,,4.0,,1.0,96.0,23.0,70.0,,90.0,,
7, 2,800.0,19.0,40.0,4.0,0.0,1.0,75.0,23.0,80.0,,95.0,,40.0
7, 2,800.0,22.0,,4.0,,1.0,78.0,23.0,80.0,,90.0,,
7, 2,800.0,25.0,70.0,4.0,0.0,1.0,94.0,23.0,80.0,,90.0,,70.0
7, 2,800.0,28.0,,4.0,,1.0,89.0,23.0,70.0,,90.0,,
7, 2,800.0,31.0,70.0,4.0,0.0,1.0,68.0,23.0,70.0,,90.0,,70.0
7, 2,800.0,34.0,,4.0,,1.0,23.0,24.0,60.0,,90.0,,
7, 2,800.0,37.0,1.0,3.0,0.0,0.0,325.0,23.0,20.0,,85.0,,1.0
7, 2,800.0,40.0,,3.0,,0.0,306.0,25.0,20.0,,80.0,,
7, 2,800.0,43.0,0.0,3.0,0.0,0.0,290.0,27.0,20.0,,75.0,,0.0
7, 2,800.0,46.0,,3.0,,0.0,280.0,25.0,20.0,,80.0,,
7, 2,800.0,49.0,0.0,3.0,0.0,0.0,83.0,23.0,20.0,,90.0,,0.0
7, 2,800.0,52.0,,3.0,,0.0,114.0,22.0,20.0,,90.0,,
7, 2,800.0,55.0,0.0,3.0,0.0,0.0,132.0,22.0,20.0,,90.0,,0.0
7, 2,1100.0,4.0,0.0,4.0,0.0,0.0,37.0,24.0,30.0,24.0,95.0,23.0,0.0
7, 2,1100.0,7.0,,4.0,,0.0,76.0,24.0,30.0,23.0,95.0,27.0,
7, 2,1100.0,10.0,10.0,4.0,0.0,1.0,315.0,23.0,60.0,,95.0,,10.0
7, 2,1100.0,13.0,,4.0,,1.0,96.0,23.0,70.0,,90.0,,
7, 2,1100.0,16.0,40.0,4.0,0.0,1.0,75.0,23.0,80.0,,95.0,,40.0
7, 2,1100.0,19.0,,4.0,,1.0,78.0,23.0,80.0,,90.0,,
7, 2,1100.0,22.0,70.0,4.0,0.0,1.0,94.0,23.0,80.0,,90.0,,70.0
7, 2,1100.0,25.0,,4.0,,1.0,89.0,23.0,70.0,,90.0,,
7, 2,1100.0,28.0,70.0,4.0,0.0,1.0,68.0,23.0,70.0,,90.0,,70.0
7, 2,1100.0,31.0,,4.0,,1.0,23.0,24.0,60.0,,90.0,,
7, 2,1100.0,34.0,5.0,3.0,0.0,0.0,325.0,23.0,20.0,,85.0,,5.0
7, 2,1100.0,37.0,,3.0,,0.0,306.0,25.0,20.0,,80.0,,
7, 2,1100.0,40.0,0.0,3.0,0.0,0.0,290.0,27.0,20.0,,75.0,,0.0
7, 2,1100.0,43.0,,3.0,,0.0,280.0,25.0,20.0,,80.0,,
7, 2,1100.0,46.0,0.0,3.0,0.0,0.0,83.0,23.0,20.0,,90.0,,0.0
7, 2,1100.0,49.0,,3.0,,0.0,114.0,22.0,20.0,,90.0,,
7, 2,1100.0,52.0,0.0,3.0,0.0,0.0,132.0,22.0,20.0,,90.0,,0.0
7, 2,1400.0,4.0,,4.0,,1.0,76.0,24.0,60.0,24.0,95.0,23.0,
7, 2,1400.0,7.0,10.0,4.0,0.0,1.0,315.0,24.0,60.0,23.0,95.0,27.0,10.0
7, 2,1400.0,10.0,,4.0,,1.0,96.0,24.0,70.0,,90.0,,
7, 2,1400.0,13.0,40.0,4.0,0.0,1.0,75.0,23.0,80.0,,95.0,,40.0
7, 2,1400.0,16.0,,4.0,,1.0,78.0,23.0,80.0,,90.0,,
7, 2,1400.0,19.0,70.0,4.0,0.0,1.0,94.0,23.0,80.0,,90.0,,70.0
7, 2,1400.0,22.0,,4.0,,1.0,89.0,23.0,70.0,,90.0,,
7, 2,1400.0,25.0,70.0,4.0,0.0,1.0,68.0,23.0,70.0,,90.0,,70.0
7, 2,1400.0,28.0,,4.0,,1.0,23.0,24.0,60.0,,90.0,,
7, 2,1400.0,31.0,5.0,3.0,0.0,0.0,325.0,23.0,20.0,,85.0,,5.0
7, 2,1400.0,34.0,,3.0,,0.0,306.0,25.0,20.0,,80.0,,
7, 2,1400.0,37.0,0.0,3.0,0.0,0.0,290.0,27.0,20.0,,75.0,,0.0
7, 2,1400.0,40.0,,3.0,,0.0,280.0,25.0,20.0,,80.0,,
7, 2,1400.0,43.0,0.0,3.0,0.0,0.0,83.0,23.0,20.0,,90.0,,0.0
7, 2,1400.0,46.0,,3.0,,0.0,114.0,22.0,20.0,,90.0,,
7, 2,1400.0,49.0,0.0,3.0,0.0,0.0,132.0,22.0,20.0,,90.0,,0.0
7, 2,1700.0,4.0,10.0,4.0,0.0,1.0,315.0,24.0,60.0,24.0,95.0,23.0,10.0
7, 2,1700.0,7.0,,4.0,,1.0,96.0,24.0,70.0,23.0,90.0,27.0,
7, 2,1700.0,10.0,40.0,4.0,0.0,1.0,75.0,23.0,80.0,,95.0,,40.0
7, 2,1700.0,13.0,,4.0,,1.0,78.0,23.0,80.0,,90.0,,
7, 2,1700.0,16.0,70.0,4.0,0.0,1.0,94.0,23.0,80.0,,90.0,,70.0
7, 2,1700.0,19.0,,4.0,,1.0,89.0,23.0,70.0,,90.0,,
7, 2,1700.0,22.0,70.0,4.0,0.0,1.0,68.0,23.0,70.0,,90.0,,70.0
7, 2,1700.0,25.0,,4.0,,1.0,23.0,24.0,60.0,,90.0,,
7, 2,1700.0,28.0,5.0,3.0,0.0,0.0,325.0,23.0,20.0,,85.0,,5.0
7, 2,1700.0,31.0,,3.0,,0.0,306.0,25.0,20.0,,80.0,,
7, 2,1700.0,34.0,0.0,3.0,0.0,0.0,290.0,27.0,20.0,,75.0,,0.0
7, 2,1700.0,37.0,,3.0,,0.0,280.0,25.0,20.0,,80.0,,
7, 2,1700.0,40.0,0.0,3.0,0.0,0.0,83.0,23.0,20.0,,90.0,,0.0
7, 2,1700.0,43.0,,3.0,,0.0,114.0,22.0,20.0,,90.0,,
7, 2,1700.0,46.0,0.0,3.0,0.0,0.0,132.0,22.0,20.0,,90.0,,0.0
7, 2,2000.0,4.0,,4.0,,1.0,99.0,23.0,70.0,23.0,90.0,24.0,
7, 2,2000.0,7.0,10.0,4.0,0.0,1.0,59.0,23.0,80.0,21.0,90.0,28.0,10.0
7, 2,2000.0,10.0,,4.0,,1.0,65.0,23.0,80.0,,90.0,24.0,
7, 2,2000.0,13.0,40.0,4.0,0.0,1.0,71.0,23.0,80.0,,90.0,,40.0
7, 2,2000.0,16.0,,4.0,,1.0,67.0,22.0,70.0,,90.0,,
7, 2,2000.0,19.0,70.0,4.0,0.0,1.0,30.0,22.0,70.0,,90.0,,70.0
7, 2,2000.0,22.0,,4.0,,1.0,323.0,23.0,60.0,,90.0,,
7, 2,2000.0,25.0,20.0,4.0,0.0,1.0,299.0,24.0,60.0,,85.0,,20.0
7, 2,2000.0,28.0,,3.0,,0.0,300.0,25.0,20.0,,75.0,,
7, 2,2000.0,31.0,0.0,3.0,0.0,0.0,295.0,27.0,20.0,,75.0,,0.0
7, 2,2000.0,34.0,,3.0,,0.0,346.0,27.0,20.0,,80.0,,
7, 2,2000.0,37.0,0.0,3.0,0.0,0.0,82.0,23.0,20.0,,85.0,,0.0
7, 2,2000.0,40.0,,3.0,,0.0,103.0,22.0,20.0,,90.0,,
7, 2,2000.0,43.0,0.0,3.0,0.0,0.0,117.0,21.0,20.0,,90.0,,0.0
7, 2,2000.0,46.0,,3.0,,0.0,45.0,22.0,20.0,,90.0,,
7, 2,2000.0,49.0,0.0,3.0,0.0,0.0,125.0,21.0,20.0,,95.0,,0.0
7, 2,2000.0,52.0,,3.0,,0.0,63.0,21.0,20.0,,90.0,,
7, 2,2000.0,55.0,0.0,3.0,0.0,0.0,68.0,22.0,20.0,,90.0,,0.0
7, 2,2000.0,58.0,,3.0,,0.0,60.0,22.0,20.0,,85.0,,
7, 2,2000.0,61.0,0.0,3.0,0.0,0.0,66.0,22.0,20.0,,90.0,,0.0
7, 2,2000.0,64.0,,3.0,,0.0,53.0,21.0,20.0,,90.0,,
7, 2,2000.0,67.0,0.0,3.0,0.0,0.0,45.0,20.0,20.0,,90.0,,0.0
7, 2,2300.0,4.0,10.0,4.0,0.0,1.0,59.0,23.0,80.0,23.0,90.0,24.0,10.0
7, 2,2300.0,7.0,,4.0,,1.0,65.0,23.0,80.0,21.0,90.0,28.0,
7, 2,2300.0,10.0,40.0,4.0,0.0,1.0,71.0,23.0,80.0,,90.0,24.0,40.0
7, 2,2300.0,13.0,,4.0,,1.0,67.0,22.0,70.0,,90.0,,
7, 2,2300.0,16.0,70.0,4.0,0.0,1.0,30.0,22.0,70.0,,90.0,,70.0
7, 2,2300.0,19.0,,4.0,,1.0,323.0,23.0,60.0,,90.0,,
7, 2,2300.0,22.0,20.0,4.0,0.0,1.0,299.0,24.0,60.0,,85.0,,20.0
7, 2,2300.0,25.0,,3.0,,0.0,300.0,25.0,20.0,,75.0,,
7, 2,2300.0,28.0,0.0,3.0,0.0,0.0,295.0,27.0,20.0,,75.0,,0.0
7, 2,2300.0,31.0,,3.0,,0.0,346.0,27.0,20.0,,80.0,,
7, 2,2300.0,34.0,0.0,3.0,0.0,0.0,82.0,23.0,20.0,,85.0,,0.0
7, 2,2300.0,37.0,,3.0,,0.0,103.0,22.0,20.0,,90.0,,
7, 2,2300.0,40.0,0.0,3.0,0.0,0.0,117.0,21.0,20.0,,90.0,,0.0
7, 2,2300.0,43.0,,3.0,,0.0,45.0,22.0,20.0,,90.0,,
7, 2,2300.0,46.0,0.0,3.0,0.0,0.0,125.0,21.0,20.0,,95.0,,0.0
7, 2,2300.0,49.0,,3.0,,0.0,63.0,21.0,20.0,,90.0,,
7, 2,2300.0,52.0,0.0,3.0,0.0,0.0,68.0,22.0,20.0,,90.0,,0.0
7, 2,2300.0,55.0,,3.0,,0.0,60.0,22.0,20.0,,85.0,,
7, 2,2300.0,58.0,0.0,3.0,0.0,0.0,66.0,22.0,20.0,,90.0,,0.0
7, 2,2300.0,61.0,,3.0,,0.0,53.0,21.0,20.0,,90.0,,
7, 2,2300.0,64.0,0.0,3.0,0.0,0.0,45.0,20.0,20.0,,90.0,,0.0
7, 20,200.0,4.0,,1.0,,0.0,148.0,31.0,0.0,25.0,70.0,33.0,
7, 20,200.0,7.0,0.0,1.0,0.0,0.0,163.0,30.0,0.0,25.0,75.0,32.0,0.0
7, 20,200.0,10.0,,1.0,,0.0,168.0,28.0,0.0,,80.0,33.0,
7, 20,200.0,13.0,0.0,1.0,0.0,0.0,248.0,27.0,0.0,,85.0,,0.0
7, 20,200.0,16.0,,1.0,,0.0,250.0,26.0,0.0,,85.0,,
7, 20,200.0,19.0,0.0,1.0,0.0,0.0,172.0,26.0,0.0,,95.0,,0.0
7, 20,200.0,22.0,,1.0,,0.0,98.0,29.0,0.0,,85.0,,
7, 20,200.0,25.0,0.0,1.0,0.0,0.0,119.0,31.0,0.0,,75.0,,0.0
7, 20,200.0,28.0,,1.0,,0.0,127.0,31.0,0.0,,75.0,,
7, 20,200.0,31.0,0.0,1.0,0.0,0.0,172.0,30.0,0.0,,80.0,,0.0
7, 20,200.0,34.0,,1.0,,0.0,189.0,27.0,0.0,,85.0,,
7, 20,200.0,37.0,0.0,1.0,0.0,0.0,225.0,27.0,0.0,,85.0,,0.0
7, 20,200.0,40.0,,1.0,,0.0,209.0,26.0,0.0,,90.0,,
7, 20,200.0,43.0,0.0,1.0,0.0,0.0,270.0,26.0,0.0,,90.0,,0.0
7, 20,200.0,46.0,,1.0,,0.0,180.0,29.0,0.0,,75.0,,
7, 20,200.0,49.0,0.0,1.0,0.0,0.0,158.0,33.0,0.0,,70.0,,0.0
7, 20,200.0,52.0,,2.0,,0.0,136.0,33.0,10.0,,65.0,,
7, 20,200.0,55.0,0.0,2.0,0.0,0.0,208.0,32.0,10.0,,75.0,,0.0
7, 20,200.0,58.0,,1.0,,0.0,228.0,29.0,0.0,,80.0,,
7, 20,200.0,61.0,0.0,1.0,0.0,0.0,281.0,28.0,0.0,,85.0,,0.0
7, 20,500.0,4.0,0.0,1.0,0.0,0.0,163.0,30.0,0.0,25.0,75.0,32.0,0.0
7, 20,500.0,7.0,,1.0,,0.0,168.0,28.0,0.0,25.0,80.0,33.0,
7, 20,500.0,10.0,0.0,1.0,0.0,0.0,248.0,27.0,0.0,,85.0,,0.0
7, 20,500.0,13.0,,1.0,,0.0,250.0,26.0,0.0,,85.0,,
7, 20,500.0,16.0,0.0,1.0,0.0,0.0,172.0,26.0,0.0,,95.0,,0.0
7, 20,500.0,19.0,,1.0,,0.0,98.0,29.0,0.0,,85.0,,
7, 20,500.0,22.0,0.0,1.0,0.0,0.0,119.0,31.0,0.0,,75.0,,0.0
7, 20,500.0,25.0,,1.0,,0.0,127.0,31.0,0.0,,75.0,,
7, 20,500.0,28.0,0.0,1.0,0.0,0.0,172.0,30.0,0.0,,80.0,,0.0
7, 20,500.0,31.0,,1.0,,0.0,189.0,27.0,0.0,,85.0,,
7, 20,500.0,34.0,0.0,1.0,0.0,0.0,225.0,27.0,0.0,,85.0,,0.0
7, 20,500.0,37.0,,1.0,,0.0,209.0,26.0,0.0,,90.0,,
7, 20,500.0,40.0,0.0,1.0,0.0,0.0,270.0,26.0,0.0,,90.0,,0.0
7, 20,500.0,43.0,,1.0,,0.0,180.0,29.0,0.0,,75.0,,
7, 20,500.0,46.0,0.0,1.0,0.0,0.0,158.0,33.0,0.0,,70.0,,0.0
7, 20,500.0,49.0,,2.0,,0.0,136.0,33.0,10.0,,65.0,,
7, 20,500.0,52.0,0.0,2.0,0.0,0.0,208.0,32.0,10.0,,75.0,,0.0
7, 20,500.0,55.0,,1.0,,0.0,228.0,29.0,0.0,,80.0,,
7, 20,500.0,58.0,0.0,1.0,0.0,0.0,281.0,28.0,0.0,,85.0,,0.0
7, 20,800.0,4.0,,1.0,,0.0,160.0,28.0,0.0,25.0,80.0,32.0,
7, 20,800.0,7.0,0.0,1.0,0.0,0.0,131.0,27.0,0.0,25.0,85.0,33.0,0.0
7, 20,800.0,10.0,,1.0,,0.0,246.0,26.0,0.0,,85.0,,
7, 20,800.0,13.0,0.0,1.0,0.0,0.0,248.0,26.0,0.0,,95.0,,0.0
7, 20,800.0,16.0,,1.0,,0.0,145.0,29.0,0.0,,80.0,,
7, 20,800.0,19.0,0.0,1.0,0.0,0.0,143.0,31.0,0.0,,75.0,,0.0
