month, format: day,hour,forecast,일최고기온,6시간강수량,풍속,강수형태,3시간기온,하늘상태,6시간적설,풍향,일최저기온,강수확률,습도
9, 24,2000.0,16.0,,,2.7,0.0,19.0,1.0,,39.0,,0.0,70.0
9, 24,2000.0,19.0,,0.0,2.5,0.0,17.0,1.0,0.0,47.0,,0.0,80.0
9, 24,2000.0,22.0,,,2.4,0.0,16.0,1.0,,36.0,,0.0,80.0
9, 24,2000.0,25.0,,0.0,2.3,0.0,16.0,1.0,0.0,29.0,,0.0,85.0
9, 24,2000.0,28.0,,,2.6,0.0,19.0,1.0,,25.0,,0.0,70.0
9, 24,2000.0,31.0,,0.0,2.9,0.0,22.0,1.0,0.0,31.0,,0.0,60.0
9, 24,2000.0,34.0,,,3.3,0.0,24.0,3.0,,33.0,,20.0,45.0
9, 24,2000.0,37.0,,0.0,3.0,0.0,21.0,3.0,0.0,42.0,,20.0,60.0
9, 24,2000.0,40.0,,,2.7,0.0,19.0,3.0,,51.0,,20.0,70.0
9, 24,2000.0,43.0,,0.0,2.4,0.0,17.0,3.0,0.0,54.0,,20.0,80.0
9, 24,2000.0,46.0,,,2.1,0.0,16.0,1.0,,53.0,,0.0,85.0
9, 24,2000.0,49.0,,0.0,2.2,0.0,15.0,1.0,0.0,58.0,,0.0,90.0
9, 24,2000.0,52.0,,,2.4,0.0,18.0,1.0,,60.0,,0.0,75.0
9, 24,2000.0,55.0,,0.0,2.1,0.0,22.0,1.0,0.0,53.0,,0.0,60.0
9, 24,2000.0,58.0,,,2.6,0.0,23.0,1.0,,23.0,,0.0,50.0
9, 24,2000.0,61.0,,0.0,1.9,0.0,20.0,1.0,0.0,16.0,,0.0,70.0
9, 24,2000.0,64.0,,,1.6,0.0,18.0,1.0,,35.0,,0.0,80.0
9, 24,2000.0,67.0,,0.0,1.7,0.0,17.0,1.0,0.0,57.0,,0.0,90.0
9, 24,2300.0,4.0,25.0,0.0,2.9,0.0,23.0,3.0,0.0,38.0,15.0,20.0,65.0
9, 24,2300.0,7.0,25.0,,3.2,0.0,24.0,1.0,,32.0,14.0,0.0,55.0
9, 24,2300.0,10.0,23.0,0.0,2.8,0.0,22.0,1.0,0.0,35.0,,0.0,65.0
9, 24,2300.0,13.0,,,2.7,0.0,19.0,1.0,,39.0,,0.0,70.0
9, 24,2300.0,16.0,,0.0,2.5,0.0,17.0,1.0,0.0,47.0,,0.0,80.0
9, 24,2300.0,19.0,,,2.4,0.0,16.0,1.0,,36.0,,0.0,80.0
9, 24,2300.0,22.0,,0.0,2.3,0.0,16.0,1.0,0.0,29.0,,0.0,85.0
9, 24,2300.0,25.0,,,2.6,0.0,19.0,1.0,,25.0,,0.0,70.0
9, 24,2300.0,28.0,,0.0,2.9,0.0,22.0,1.0,0.0,31.0,,0.0,60.0
9, 24,2300.0,31.0,,,3.3,0.0,24.0,3.0,,33.0,,20.0,45.0
9, 24,2300.0,34.0,,0.0,3.0,0.0,21.0,3.0,0.0,42.0,,20.0,60.0
9, 24,2300.0,37.0,,,2.7,0.0,19.0,3.0,,51.0,,20.0,70.0
9, 24,2300.0,40.0,,0.0,2.4,0.0,17.0,3.0,0.0,54.0,,20.0,80.0
9, 24,2300.0,43.0,,,2.1,0.0,16.0,1.0,,53.0,,0.0,85.0
9, 24,2300.0,46.0,,0.0,2.2,0.0,15.0,1.0,0.0,58.0,,0.0,90.0
9, 24,2300.0,49.0,,,2.4,0.0,18.0,1.0,,60.0,,0.0,75.0
9, 24,2300.0,52.0,,0.0,2.1,0.0,22.0,1.0,0.0,53.0,,0.0,60.0
9, 24,2300.0,55.0,,,2.6,0.0,23.0,1.0,,23.0,,0.0,50.0
9, 24,2300.0,58.0,,0.0,1.9,0.0,20.0,1.0,0.0,16.0,,0.0,70.0
9, 24,2300.0,61.0,,,1.6,0.0,18.0,1.0,,35.0,,0.0,80.0
9, 24,2300.0,64.0,,0.0,1.7,0.0,17.0,1.0,0.0,57.0,,0.0,90.0
9, 25,200.0,4.0,25.0,,3.2,0.0,24.0,1.0,,32.0,15.0,0.0,55.0
9, 25,200.0,7.0,25.0,0.0,2.8,0.0,22.0,1.0,0.0,35.0,14.0,0.0,65.0
9, 25,200.0,10.0,23.0,,2.7,0.0,19.0,1.0,,39.0,,0.0,70.0
9, 25,200.0,13.0,,0.0,2.5,0.0,17.0,1.0,0.0,47.0,,0.0,80.0
9, 25,200.0,16.0,,,2.4,0.0,16.0,1.0,,36.0,,0.0,80.0
9, 25,200.0,19.0,,0.0,2.3,0.0,16.0,1.0,0.0,29.0,,0.0,85.0
9, 25,200.0,22.0,,,2.6,0.0,19.0,1.0,,25.0,,0.0,70.0
9, 25,200.0,25.0,,0.0,2.9,0.0,22.0,1.0,0.0,31.0,,0.0,60.0
9, 25,200.0,28.0,,,3.3,0.0,24.0,3.0,,33.0,,20.0,45.0
9, 25,200.0,31.0,,0.0,3.0,0.0,21.0,3.0,0.0,42.0,,20.0,60.0
9, 25,200.0,34.0,,,2.7,0.0,19.0,3.0,,51.0,,20.0,70.0
9, 25,200.0,37.0,,0.0,2.4,0.0,17.0,3.0,0.0,54.0,,20.0,80.0
9, 25,200.0,40.0,,,2.1,0.0,16.0,1.0,,53.0,,0.0,85.0
9, 25,200.0,43.0,,0.0,2.2,0.0,15.0,1.0,0.0,58.0,,0.0,90.0
9, 25,200.0,46.0,,,2.4,0.0,18.0,1.0,,60.0,,0.0,75.0
9, 25,200.0,49.0,,0.0,2.1,0.0,22.0,1.0,0.0,53.0,,0.0,60.0
9, 25,200.0,52.0,,,2.6,0.0,23.0,1.0,,23.0,,0.0,50.0
9, 25,200.0,55.0,,0.0,1.9,0.0,20.0,1.0,0.0,16.0,,0.0,70.0
9, 25,200.0,58.0,,,1.6,0.0,18.0,1.0,,35.0,,0.0,80.0
9, 25,200.0,61.0,,0.0,1.7,0.0,17.0,1.0,0.0,57.0,,0.0,90.0
9, 25,500.0,4.0,25.0,0.0,2.8,0.0,22.0,1.0,0.0,35.0,15.0,0.0,65.0
9, 25,500.0,7.0,23.0,,2.7,0.0,19.0,1.0,,39.0,14.0,0.0,70.0
9, 25,500.0,10.0,,0.0,2.5,0.0,17.0,1.0,0.0,47.0,,0.0,80.0
9, 25,500.0,13.0,,,2.4,0.0,16.0,1.0,,36.0,,0.0,80.0
9, 25,500.0,16.0,,0.0,2.3,0.0,16.0,1.0,0.0,29.0,,0.0,85.0
9, 25,500.0,19.0,,,2.6,0.0,19.0,1.0,,25.0,,0.0,70.0
9, 25,500.0,22.0,,0.0,2.9,0.0,22.0,1.0,0.0,31.0,,0.0,60.0
9, 25,500.0,25.0,,,3.3,0.0,24.0,3.0,,33.0,,20.0,45.0
9, 25,500.0,28.0,,0.0,3.0,0.0,21.0,3.0,0.0,42.0,,20.0,60.0
9, 25,500.0,31.0,,,2.7,0.0,19.0,3.0,,51.0,,20.0,70.0
9, 25,500.0,34.0,,0.0,2.4,0.0,17.0,3.0,0.0,54.0,,20.0,80.0
9, 25,500.0,37.0,,,2.1,0.0,16.0,1.0,,53.0,,0.0,85.0
9, 25,500.0,40.0,,0.0,2.2,0.0,15.0,1.0,0.0,58.0,,0.0,90.0
9, 25,500.0,43.0,,,2.4,0.0,18.0,1.0,,60.0,,0.0,75.0
9, 25,500.0,46.0,,0.0,2.1,0.0,22.0,1.0,0.0,53.0,,0.0,60.0
9, 25,500.0,49.0,,,2.6,0.0,23.0,1.0,,23.0,,0.0,50.0
9, 25,500.0,52.0,,0.0,1.9,0.0,20.0,1.0,0.0,16.0,,0.0,70.0
9, 25,500.0,55.0,,,1.6,0.0,18.0,1.0,,35.0,,0.0,80.0
9, 25,500.0,58.0,,0.0,1.7,0.0,17.0,1.0,0.0,57.0,,0.0,90.0
9, 25,800.0,4.0,25.0,,2.7,0.0,19.0,1.0,,42.0,15.0,0.0,70.0
9, 25,800.0,7.0,24.0,0.0,2.5,0.0,17.0,1.0,0.0,48.0,14.0,0.0,80.0
9, 25,800.0,10.0,,,2.4,0.0,16.0,1.0,,39.0,,0.0,85.0
9, 25,800.0,13.0,,0.0,2.3,0.0,16.0,1.0,0.0,34.0,,0.0,85.0
9, 25,800.0,16.0,,,2.6,0.0,18.0,1.0,,30.0,,0.0,70.0
9, 25,800.0,19.0,,0.0,2.9,0.0,22.0,1.0,0.0,35.0,,0.0,55.0
9, 25,800.0,22.0,,,3.3,0.0,24.0,3.0,,33.0,,20.0,45.0
9, 25,800.0,25.0,,0.0,3.0,0.0,21.0,3.0,0.0,38.0,,20.0,60.0
9, 25,800.0,28.0,,,2.7,0.0,19.0,3.0,,55.0,,20.0,70.0
9, 25,800.0,31.0,,0.0,2.4,0.0,17.0,3.0,0.0,62.0,,20.0,80.0
9, 25,800.0,34.0,,,2.1,0.0,15.0,1.0,,66.0,,0.0,85.0
9, 25,800.0,37.0,,0.0,2.2,0.0,14.0,1.0,0.0,71.0,,0.0,90.0
9, 25,800.0,40.0,,,2.4,0.0,18.0,1.0,,73.0,,0.0,75.0
9, 25,800.0,43.0,,0.0,2.1,0.0,23.0,1.0,0.0,61.0,,0.0,55.0
9, 25,800.0,46.0,,,2.6,0.0,23.0,1.0,,5.0,,0.0,50.0
9, 25,800.0,49.0,,0.0,1.9,0.0,20.0,1.0,0.0,351.0,,0.0,70.0
9, 25,800.0,52.0,,,1.6,0.0,18.0,1.0,,356.0,,0.0,80.0
9, 25,800.0,55.0,,0.0,1.7,0.0,17.0,1.0,0.0,8.0,,0.0,90.0
9, 25,1100.0,4.0,25.0,0.0,2.5,0.0,17.0,1.0,0.0,48.0,15.0,0.0,80.0
9, 25,1100.0,7.0,24.0,,2.4,0.0,16.0,1.0,,39.0,14.0,0.0,85.0
9, 25,1100.0,10.0,,0.0,2.3,0.0,16.0,1.0,0.0,34.0,,0.0,85.0
9, 25,1100.0,13.0,,,2.6,0.0,18.0,1.0,,30.0,,0.0,70.0
9, 25,1100.0,16.0,,0.0,2.9,0.0,22.0,1.0,0.0,35.0,,0.0,55.0
9, 25,1100.0,19.0,,,3.3,0.0,24.0,3.0,,33.0,,20.0,45.0
9, 25,1100.0,22.0,,0.0,3.0,0.0,21.0,3.0,0.0,38.0,,20.0,60.0
9, 25,1100.0,25.0,,,2.7,0.0,19.0,3.0,,55.0,,20.0,70.0
9, 25,1100.0,28.0,,0.0,2.4,0.0,17.0,3.0,0.0,62.0,,20.0,80.0
9, 25,1100.0,31.0,,,2.1,0.0,15.0,1.0,,66.0,,0.0,85.0
9, 25,1100.0,34.0,,0.0,2.2,0.0,14.0,1.0,0.0,71.0,,0.0,90.0
9, 25,1100.0,37.0,,,2.4,0.0,18.0,1.0,,73.0,,0.0,75.0
9, 25,1100.0,40.0,,0.0,2.1,0.0,23.0,1.0,0.0,61.0,,0.0,55.0
9, 25,1100.0,43.0,,,2.6,0.0,23.0,1.0,,5.0,,0.0,50.0
9, 25,1100.0,46.0,,0.0,1.9,0.0,20.0,1.0,0.0,351.0,,0.0,70.0
9, 25,1100.0,49.0,,,1.6,0.0,18.0,1.0,,356.0,,0.0,80.0
9, 25,1100.0,52.0,,0.0,1.7,0.0,17.0,1.0,0.0,8.0,,0.0,90.0
9, 25,1400.0,4.0,25.0,,3.4,0.0,16.0,1.0,,39.0,15.0,0.0,85.0
9, 25,1400.0,7.0,24.0,0.0,3.3,0.0,16.0,1.0,0.0,34.0,14.0,0.0,85.0
9, 25,1400.0,10.0,,,2.6,0.0,18.0,1.0,,30.0,,0.0,70.0
9, 25,1400.0,13.0,,0.0,2.9,0.0,22.0,1.0,0.0,35.0,,0.0,55.0
9, 25,1400.0,16.0,,,3.3,0.0,24.0,3.0,,33.0,,20.0,45.0
9, 25,1400.0,19.0,,0.0,3.0,0.0,21.0,3.0,0.0,38.0,,20.0,60.0
9, 25,1400.0,22.0,,,2.7,0.0,19.0,3.0,,55.0,,20.0,70.0
9, 25,1400.0,25.0,,0.0,2.4,0.0,17.0,3.0,0.0,62.0,,20.0,80.0
9, 25,1400.0,28.0,,,2.1,0.0,15.0,1.0,,66.0,,0.0,85.0
9, 25,1400.0,31.0,,0.0,2.2,0.0,14.0,1.0,0.0,71.0,,0.0,90.0
9, 25,1400.0,34.0,,,2.4,0.0,18.0,1.0,,73.0,,0.0,75.0
9, 25,1400.0,37.0,,0.0,2.1,0.0,23.0,1.0,0.0,61.0,,0.0,55.0
9, 25,1400.0,40.0,,,2.6,0.0,23.0,1.0,,5.0,,0.0,50.0
9, 25,1400.0,43.0,,0.0,1.9,0.0,20.0,1.0,0.0,351.0,,0.0,70.0
9, 25,1400.0,46.0,,,1.6,0.0,18.0,1.0,,356.0,,0.0,80.0
9, 25,1400.0,49.0,,0.0,1.7,0.0,17.0,1.0,0.0,8.0,,0.0,90.0
9, 25,1700.0,4.0,25.0,0.0,3.3,0.0,16.0,1.0,0.0,34.0,15.0,0.0,85.0
9, 25,1700.0,7.0,24.0,,2.6,0.0,18.0,1.0,,30.0,14.0,0.0,70.0
9, 25,1700.0,10.0,,0.0,2.9,0.0,22.0,1.0,0.0,35.0,,0.0,55.0
9, 25,1700.0,13.0,,,3.3,0.0,24.0,3.0,,33.0,,20.0,45.0
9, 25,1700.0,16.0,,0.0,3.0,0.0,21.0,3.0,0.0,38.0,,20.0,60.0
9, 25,1700.0,19.0,,,2.7,0.0,19.0,3.0,,55.0,,20.0,70.0
9, 25,1700.0,22.0,,0.0,2.4,0.0,17.0,3.0,0.0,62.0,,20.0,80.0
9, 25,1700.0,25.0,,,2.1,0.0,15.0,1.0,,66.0,,0.0,85.0
9, 25,1700.0,28.0,,0.0,2.2,0.0,14.0,1.0,0.0,71.0,,0.0,90.0
9, 25,1700.0,31.0,,,2.4,0.0,18.0,1.0,,73.0,,0.0,75.0
9, 25,1700.0,34.0,,0.0,2.1,0.0,23.0,1.0,0.0,61.0,,0.0,55.0
9, 25,1700.0,37.0,,,2.6,0.0,23.0,1.0,,5.0,,0.0,50.0
9, 25,1700.0,40.0,,0.0,1.9,0.0,20.0,1.0,0.0,351.0,,0.0,70.0
9, 25,1700.0,43.0,,,1.6,0.0,18.0,1.0,,356.0,,0.0,80.0
9, 25,1700.0,46.0,,0.0,1.7,0.0,17.0,1.0,0.0,8.0,,0.0,90.0
9, 25,2000.0,4.0,25.0,,2.6,0.0,18.0,1.0,,36.0,14.0,0.0,70.0
9, 25,2000.0,7.0,24.0,0.0,2.9,0.0,22.0,1.0,0.0,41.0,15.0,0.0,55.0
9, 25,2000.0,10.0,24.0,,3.3,0.0,24.0,3.0,,40.0,,20.0,45.0
9, 25,2000.0,13.0,,0.0,3.0,0.0,21.0,3.0,0.0,43.0,,20.0,60.0
9, 25,2000.0,16.0,,,2.7,0.0,19.0,3.0,,52.0,,20.0,70.0
9, 25,2000.0,19.0,,0.0,2.4,0.0,17.0,3.0,0.0,56.0,,20.0,80.0
9, 25,2000.0,22.0,,,2.1,0.0,15.0,1.0,,59.0,,0.0,85.0
9, 25,2000.0,25.0,,0.0,2.2,0.0,15.0,1.0,0.0,65.0,,0.0,90.0
9, 25,2000.0,28.0,,,2.4,0.0,18.0,1.0,,72.0,,0.0,75.0
9, 25,2000.0,31.0,,0.0,2.1,0.0,22.0,1.0,0.0,66.0,,0.0,55.0
9, 25,2000.0,34.0,,,2.6,0.0,23.0,1.0,,17.0,,0.0,50.0
9, 25,2000.0,37.0,,0.0,1.9,0.0,20.0,1.0,0.0,354.0,,0.0,70.0
9, 25,2000.0,40.0,,,1.6,0.0,18.0,1.0,,356.0,,0.0,80.0
9, 25,2000.0,43.0,,0.0,1.7,0.0,17.0,1.0,0.0,17.0,,0.0,90.0
9, 25,2000.0,46.0,,,1.5,0.0,16.0,1.0,,39.0,,0.0,95.0
9, 25,2000.0,49.0,,0.0,1.6,0.0,15.0,1.0,0.0,62.0,,0.0,95.0
9, 25,2000.0,52.0,,,1.7,0.0,19.0,1.0,,100.0,,0.0,80.0
9, 25,2000.0,55.0,,0.0,1.6,0.0,23.0,1.0,0.0,333.0,,0.0,55.0
9, 25,2000.0,58.0,,,2.2,0.0,23.0,1.0,,324.0,,0.0,55.0
9, 25,2000.0,61.0,,0.0,1.8,0.0,20.0,1.0,0.0,324.0,,0.0,70.0
9, 25,2000.0,64.0,,,1.4,0.0,18.0,1.0,,328.0,,0.0,85.0
9, 25,2000.0,67.0,,0.0,1.5,0.0,17.0,1.0,0.0,328.0,,0.0,90.0
9, 25,2300.0,4.0,25.0,0.0,2.9,0.0,22.0,1.0,0.0,41.0,14.0,0.0,55.0
9, 25,2300.0,7.0,24.0,,3.3,0.0,24.0,3.0,,40.0,15.0,20.0,45.0
9, 25,2300.0,10.0,24.0,0.0,3.0,0.0,21.0,3.0,0.0,43.0,,20.0,60.0
9, 25,2300.0,13.0,,,2.7,0.0,19.0,3.0,,52.0,,20.0,70.0
9, 25,2300.0,16.0,,0.0,2.4,0.0,17.0,3.0,0.0,56.0,,20.0,80.0
9, 25,2300.0,19.0,,,2.1,0.0,15.0,1.0,,59.0,,0.0,85.0
9, 25,2300.0,22.0,,0.0,2.2,0.0,15.0,1.0,0.0,65.0,,0.0,90.0
9, 25,2300.0,25.0,,,2.4,0.0,18.0,1.0,,72.0,,0.0,75.0
9, 25,2300.0,28.0,,0.0,2.1,0.0,22.0,1.0,0.0,66.0,,0.0,55.0
9, 25,2300.0,31.0,,,2.6,0.0,23.0,1.0,,17.0,,0.0,50.0
9, 25,2300.0,34.0,,0.0,1.9,0.0,20.0,1.0,0.0,354.0,,0.0,70.0
9, 25,2300.0,37.0,,,1.6,0.0,18.0,1.0,,356.0,,0.0,80.0
9, 25,2300.0,40.0,,0.0,1.7,0.0,17.0,1.0,0.0,17.0,,0.0,90.0
9, 25,2300.0,43.0,,,1.5,0.0,16.0,1.0,,39.0,,0.0,95.0
9, 25,2300.0,46.0,,0.0,1.6,0.0,15.0,1.0,0.0,62.0,,0.0,95.0
9, 25,2300.0,49.0,,,1.7,0.0,19.0,1.0,,100.0,,0.0,80.0
9, 25,2300.0,52.0,,0.0,1.6,0.0,23.0,1.0,0.0,333.0,,0.0,55.0
9, 25,2300.0,55.0,,,2.2,0.0,23.0,1.0,,324.0,,0.0,55.0
9, 25,2300.0,58.0,,0.0,1.8,0.0,20.0,1.0,0.0,324.0,,0.0,70.0
9, 25,2300.0,61.0,,,1.4,0.0,18.0,1.0,,328.0,,0.0,85.0
9, 25,2300.0,64.0,,0.0,1.5,0.0,17.0,1.0,0.0,328.0,,0.0,90.0
9, 26,200.0,4.0,25.0,,3.3,0.0,24.0,3.0,,40.0,14.0,20.0,45.0
9, 26,200.0,7.0,24.0,0.0,3.0,0.0,21.0,3.0,0.0,43.0,15.0,20.0,60.0
9, 26,200.0,10.0,24.0,,2.7,0.0,19.0,3.0,,52.0,,20.0,70.0
9, 26,200.0,13.0,,0.0,2.4,0.0,17.0,3.0,0.0,56.0,,20.0,80.0
9, 26,200.0,16.0,,,2.1,0.0,15.0,1.0,,59.0,,0.0,85.0
9, 26,200.0,19.0,,0.0,2.2,0.0,15.0,1.0,0.0,65.0,,0.0,90.0
9, 26,200.0,22.0,,,2.4,0.0,18.0,1.0,,72.0,,0.0,75.0
9, 26,200.0,25.0,,0.0,2.1,0.0,22.0,1.0,0.0,66.0,,0.0,55.0
9, 26,200.0,28.0,,,2.6,0.0,23.0,1.0,,17.0,,0.0,50.0
9, 26,200.0,31.0,,0.0,1.9,0.0,20.0,1.0,0.0,354.0,,0.0,70.0
9, 26,200.0,34.0,,,1.6,0.0,18.0,1.0,,356.0,,0.0,80.0
9, 26,200.0,37.0,,0.0,1.7,0.0,17.0,1.0,0.0,17.0,,0.0,90.0
9, 26,200.0,40.0,,,1.5,0.0,16.0,1.0,,39.0,,0.0,95.0
9, 26,200.0,43.0,,0.0,1.6,0.0,15.0,1.0,0.0,62.0,,0.0,95.0
9, 26,200.0,46.0,,,1.7,0.0,19.0,1.0,,100.0,,0.0,80.0
9, 26,200.0,49.0,,0.0,1.6,0.0,23.0,1.0,0.0,333.0,,0.0,55.0
9, 26,200.0,52.0,,,2.2,0.0,23.0,1.0,,324.0,,0.0,55.0
9, 26,200.0,55.0,,0.0,1.8,0.0,20.0,1.0,0.0,324.0,,0.0,70.0
9, 26,200.0,58.0,,,1.4,0.0,18.0,1.0,,328.0,,0.0,85.0
9, 26,200.0,61.0,,0.0,1.5,0.0,17.0,1.0,0.0,328.0,,0.0,90.0
9, 26,500.0,4.0,24.0,0.0,3.0,0.0,21.0,3.0,0.0,43.0,14.0,20.0,60.0
9, 26,500.0,7.0,24.0,,2.7,0.0,19.0,3.0,,52.0,15.0,20.0,70.0
9, 26,500.0,10.0,,0.0,2.4,0.0,17.0,3.0,0.0,56.0,,20.0,80.0
9, 26,500.0,13.0,,,2.1,0.0,15.0,1.0,,59.0,,0.0,85.0
9, 26,500.0,16.0,,0.0,2.2,0.0,15.0,1.0,0.0,65.0,,0.0,90.0
9, 26,500.0,19.0,,,2.4,0.0,18.0,1.0,,72.0,,0.0,75.0
9, 26,500.0,22.0,,0.0,2.1,0.0,22.0,1.0,0.0,66.0,,0.0,55.0
9, 26,500.0,25.0,,,2.6,0.0,23.0,1.0,,17.0,,0.0,50.0
9, 26,500.0,28.0,,0.0,1.9,0.0,20.0,1.0,0.0,354.0,,0.0,70.0
9, 26,500.0,31.0,,,1.6,0.0,18.0,1.0,,356.0,,0.0,80.0
9, 26,500.0,34.0,,0.0,1.7,0.0,17.0,1.0,0.0,17.0,,0.0,90.0
9, 26,500.0,37.0,,,1.5,0.0,16.0,1.0,,39.0,,0.0,95.0
9, 26,500.0,40.0,,0.0,1.6,0.0,15.0,1.0,0.0,62.0,,0.0,95.0
9, 26,500.0,43.0,,,1.7,0.0,19.0,1.0,,100.0,,0.0,80.0
9, 26,500.0,46.0,,0.0,1.6,0.0,23.0,1.0,0.0,333.0,,0.0,55.0
9, 26,500.0,49.0,,,2.2,0.0,23.0,1.0,,324.0,,0.0,55.0
9, 26,500.0,52.0,,0.0,1.8,0.0,20.0,1.0,0.0,324.0,,0.0,70.0
9, 26,500.0,55.0,,,1.4,0.0,18.0,1.0,,328.0,,0.0,85.0
9, 26,500.0,58.0,,0.0,1.5,0.0,17.0,1.0,0.0,328.0,,0.0,90.0
9, 26,800.0,4.0,24.0,,2.7,0.0,19.0,3.0,,51.0,14.0,20.0,70.0
9, 26,800.0,7.0,24.0,0.0,2.4,0.0,17.0,3.0,0.0,60.0,14.0,20.0,80.0
9, 26,800.0,10.0,,,2.1,0.0,15.0,1.0,,63.0,,0.0,85.0
9, 26,800.0,13.0,,0.0,2.2,0.0,15.0,1.0,0.0,65.0,,0.0,90.0
9, 26,800.0,16.0,,,2.4,0.0,18.0,1.0,,74.0,,0.0,75.0
9, 26,800.0,19.0,,0.0,2.1,0.0,22.0,1.0,0.0,69.0,,0.0,55.0
9, 26,800.0,22.0,,,2.6,0.0,23.0,1.0,,21.0,,0.0,50.0
9, 26,800.0,25.0,,0.0,1.9,0.0,20.0,1.0,0.0,3.0,,0.0,70.0
9, 26,800.0,28.0,,,1.6,0.0,18.0,1.0,,9.0,,0.0,85.0
9, 26,800.0,31.0,,0.0,1.7,0.0,17.0,1.0,0.0,37.0,,0.0,90.0
9, 26,800.0,34.0,,,1.5,0.0,16.0,1.0,,58.0,,0.0,95.0
9, 26,800.0,37.0,,0.0,1.6,0.0,14.0,1.0,0.0,90.0,,0.0,95.0
9, 26,800.0,40.0,,,1.7,0.0,19.0,1.0,,118.0,,0.0,75.0
9, 26,800.0,43.0,,0.0,1.6,0.0,23.0,1.0,0.0,110.0,,0.0,60.0
9, 26,800.0,46.0,,,2.2,0.0,23.0,1.0,,335.0,,0.0,55.0
9, 26,800.0,49.0,,0.0,1.8,0.0,20.0,1.0,0.0,335.0,,0.0,70.0
9, 26,800.0,52.0,,,1.4,0.0,18.0,1.0,,342.0,,0.0,85.0
9, 26,800.0,55.0,,0.0,1.5,0.0,17.0,1.0,0.0,324.0,,0.0,85.0
9, 26,1100.0,4.0,24.0,0.0,2.4,0.0,17.0,3.0,0.0,60.0,14.0,20.0,80.0
9, 26,1100.0,7.0,24.0,,2.1,0.0,15.0,1.0,,63.0,14.0,0.0,85.0
9, 26,1100.0,10.0,,0.0,2.2,0.0,15.0,1.0,0.0,65.0,,0.0,90.0
9, 26,1100.0,13.0,,,2.4,0.0,18.0,1.0,,74.0,,0.0,75.0
9, 26,1100.0,16.0,,0.0,2.1,0.0,22.0,1.0,0.0,69.0,,0.0,55.0
9, 26,1100.0,19.0,,,2.6,0.0,23.0,1.0,,21.0,,0.0,50.0
9, 26,1100.0,22.0,,0.0,1.9,0.0,20.0,1.0,0.0,3.0,,0.0,70.0
9, 26,1100.0,25.0,,,1.6,0.0,18.0,1.0,,9.0,,0.0,85.0
9, 26,1100.0,28.0,,0.0,1.7,0.0,17.0,1.0,0.0,37.0,,0.0,90.0
9, 26,1100.0,31.0,,,1.5,0.0,16.0,1.0,,58.0,,0.0,95.0
9, 26,1100.0,34.0,,0.0,1.6,0.0,14.0,1.0,0.0,90.0,,0.0,95.0
9, 26,1100.0,37.0,,,1.7,0.0,19.0,1.0,,118.0,,0.0,75.0
9, 26,1100.0,40.0,,0.0,1.6,0.0,23.0,1.0,0.0,110.0,,0.0,60.0
9, 26,1100.0,43.0,,,2.2,0.0,23.0,1.0,,335.0,,0.0,55.0
9, 26,1100.0,46.0,,0.0,1.8,0.0,20.0,1.0,0.0,335.0,,0.0,70.0
9, 26,1100.0,49.0,,,1.4,0.0,18.0,1.0,,342.0,,0.0,85.0
9, 26,1100.0,52.0,,0.0,1.5,0.0,17.0,1.0,0.0,324.0,,0.0,85.0
9, 26,1400.0,4.0,24.0,,2.1,0.0,15.0,1.0,,63.0,14.0,0.0,85.0
9, 26,1400.0,7.0,24.0,0.0,2.2,0.0,15.0,1.0,0.0,65.0,14.0,0.0,90.0
9, 26,1400.0,10.0,,,2.4,0.0,18.0,1.0,,74.0,,0.0,75.0
9, 26,1400.0,13.0,,0.0,2.1,0.0,22.0,1.0,0.0,69.0,,0.0,55.0
9, 26,1400.0,16.0,,,2.6,0.0,23.0,1.0,,21.0,,0.0,50.0
9, 26,1400.0,19.0,,0.0,1.9,0.0,20.0,1.0,0.0,3.0,,0.0,70.0
9, 26,1400.0,22.0,,,1.6,0.0,18.0,1.0,,9.0,,0.0,85.0
9, 26,1400.0,25.0,,0.0,1.7,0.0,17.0,1.0,0.0,37.0,,0.0,90.0
9, 26,1400.0,28.0,,,1.5,0.0,16.0,1.0,,58.0,,0.0,95.0
9, 26,1400.0,31.0,,0.0,1.6,0.0,14.0,1.0,0.0,90.0,,0.0,95.0
9, 26,1400.0,34.0,,,1.7,0.0,19.0,1.0,,118.0,,0.0,75.0
9, 26,1400.0,37.0,,0.0,1.6,0.0,23.0,1.0,0.0,110.0,,0.0,60.0
9, 26,1400.0,40.0,,,2.2,0.0,23.0,1.0,,335.0,,0.0,55.0
9, 26,1400.0,43.0,,0.0,1.8,0.0,20.0,1.0,0.0,335.0,,0.0,70.0
9, 26,1400.0,46.0,,,1.4,0.0,18.0,1.0,,342.0,,0.0,85.0
9, 26,1400.0,49.0,,0.0,1.5,0.0,17.0,1.0,0.0,324.0,,0.0,85.0
9, 26,1700.0,4.0,24.0,0.0,2.2,0.0,15.0,1.0,0.0,65.0,14.0,0.0,90.0
9, 26,1700.0,7.0,24.0,,2.4,0.0,18.0,1.0,,74.0,14.0,0.0,75.0
9, 26,1700.0,10.0,,0.0,2.1,0.0,22.0,1.0,0.0,69.0,,0.0,55.0
9, 26,1700.0,13.0,,,2.6,0.0,23.0,1.0,,21.0,,0.0,50.0
9, 26,1700.0,16.0,,0.0,1.9,0.0,20.0,1.0,0.0,3.0,,0.0,70.0
